이제 고등학교에 들어가는 예비 고1입니다,1
제가 올해로 고3이 됩니다,1
안녕하세요 저는 올해 중1이 된 학생입니다,1
이제 중3이 되는 중2 입니다,1
올해 고1이 된 여학생입니다,1
저는 판사가 되고싶은 17세 청소년입니다,1
2021년에 고 1이 된 여학생입니다,1
안녕하세요 올해 고1이 된 여학생입니다,1
안녕하세요 저는 막 중학생이 된 학생입니다,1
전 올해 고3이 된 학생입니다,1
저는 올해 14살 중학생이 된 여학생입니다,1
올해 중학생이 된 14살 여학생입니다,1
전 이제 고1이 된 학생입니다,1
내신이 56등급정도 되는 고3입니다,1
올해 고1이 된 학생입니다,1
저는 이번에 중학교 2학년이 된 여학생입니다,1
이번에 고 1이 되는 학생입니다,1
이제 막 17살이된 예비 고1입니다,1
올해 고1되는 학생입니다,1
저는 이제 막 중3이 된 재학생입니다,1
올해 중3이되는 예비중3 여학생입니다,1
이제 중3이 된 여학생입니다,1
저는 올해 중학교 3학년이 되는 중학생입니다,1
안녕하세요 고2 되는 여학생입니다,1
전 올해 15살이 되는 학생입니다,1
이제 막 2중 된 여자입니다,1
안녕하세요 저는 중1이 된 학생입니다,1
올 해에 만13세 이상이 되는 초등학교 재학중인 6학년 학생입니다,1
중1되는 학생입니다,1
저는 이번에 고3이되는 학생입니다,1
저는 이제 고등학생이 되는 학생입니다,1
이제 20살되는 미래가 불투명한 학생입니다,1
저는 곧 중3이 되는 중학교 2학년에 재학중인 학생입니다,1
저는 올해 2020년 고1이 된 이혜원 입니다,1
저는 고등학교 2학년 이제 고3이 되는 학생입니다,1
이제 고등학교 1학년이 되는 중3입니다,1
저는 이제 곧 중 3이 되는 중 2입니다,1
이제 2년뒤에 수능을 치게 될 고1입니다,1
저는 곧 고등학생이 되는 중3학생입니다,1
이번에 고1이 될 학생입니다,1
저는 올해 16살중3이고 내년에는 고1이 되는 중학생입니다,1
저는 중학교2학년이된 학생입니다,1
내년 고3이 되는 학생입니다,1
내년에 고등학생이 되는 중3입니다,1
제가 올해 고1되는 인문계를다니는 학생입니다,1
안녕하세요 올해 중3 되는 학생입니다,1
올해 중1된 여학생입니다,1
올해 17살에 되는 고1입니다,1
올해 중학생이 되는 남학생입니다,1
이제 고등학교 1학년이 되는 여학생입니다,1
저는이제15살이된중학생입니다,1
저는 2020년에 고1된 17살 고등학생 입니다,1
저는 올해 고1이 되는 여학생입니다,1
저는 이제 막 중학생이 된 여학생입니다,1
올해17살 되는 학생입니다,1
안녕하세요 저는 올해 고1이된 학생입니다,1
안녕하세요 고등학교 1학년이 된 여학생입니다,1
이제 중3이 된 학생입니다,1
저는 올해 고3이된 문과 학생입니다,1
이제 중1이된 여학생입니다,1
이제 고1이 된 일반고 학생 윤동겸입니다,1
이제 중1 되는 학생입니다,1
저는 올해 14살이 되는 여학생입니다,1
올해 고1이 되는 여학생입니다,1
경찰이 되고싶은 학생입니다,1
저는 이제 중학교 1학년이 되는 baker6510입니다,1
이번에 중1되는 학생입니다,1
안녕하세요 저는 올해 중1이된 여학생입니다,1
이번에 고1이 된 학생입니다,1
저는 현재 고2 되는 학생입니다,1
이제 고1되는 여학생입니다,1
저는 올해 중3이 된 학생입니다,1
저는 올해로 14살되는 중학생입니다,1
저는 올해 고등학교2학년이 되는 여학생입니다,1
저는 이제 고등학교 1학년이 된 학생입니다,1
올해 고등학교 1학년이 되는 학생입니다,1
이제 막 2학년이되는 고등학생입니다,1
올해 고 1이되는 특목고 학생입니다,1
막 고 1이 된 학생입니다,1
저는 올해 고등학교 1학년이 되는 학생입니다,1
이제 고등학생이 되는 학생입니다,1
이번에 고3이 되는 학생입니다,1
저는 이제 중학생이 되는 예비중1 소녀입니다,1
이제 고등학교 3학년이 되는 학생입니다,1
저는 올해 중학교 2학년이 되는 여학생입니다,1
저는 이번에 고등학생이 되는 학생입니다,1
저는 올해 17살 된 평범한 여고생입니다,1
제가 올해 이제 고1이되는학생 입니다,1
올해 고등학교 3학년이 되는 학생입니다,1
이제 막 고등학생이 되는 04년생 여학생입니다,1
저는 올해 3학년이 되는 시골에 있는 일반고 학생입니다,1
이번 올해에 중학교 2학년이 되는 여학생입니다,1
현재 외국어고등학교를 재학 중인 이제 고2가 되는 학생입니다,1
저는 2020 년에 고등학생이 되는 학생입니다,1
이제 곧 고등학교에 입학할 학생입니다,1
저는 경기도에서 살다가 기숙사가 있는 경상북도의 한 고등학교에 갓 입학한 1학년 학생입니다,1
저는 충북청주에 한 고등학교를 다니고 있는 18학생입니다,1
저는 중학교에 재학하는 3학년입니다,1
고등학교 3학년인 한 학생입니다,1
서울특별시에 한 고등학교에 다니고있는 2021년기준 18살입니다,1
저는 올해 고등학교에 입학하는 학생입니다,1
대전에 한 중학교에 다니고 있는 학생입니다,1
고등학교 2학년 재학중인 한 고등학생입니다,1
서울의 한 중학교에 재학 중인 학생입니다,1
현재 중학교 1학년에 재학중인 14살 채소라고 합니다,1
저는 이제 막 고등학교에 입학하는 고1인 학생입니다,1
현재 해외에서 유학을 하고있는 중학교 3학년 학생입니다,1
올해 일반고1학년에 입학하는 학생입니다,1
올해 일반고에 입학하는 예비 고1학생입니다,1
저는 지방의 한 여고에 재학 중인 고3 학생입니다,1
이제 고등학교를 입학하는 고1입니다,1
이제 막 중학교에 입학하는 학생입니다,1
이제 고등학교 1학년 입학하는 고등학생입니다,1
저는 울산에 거주하며 이제 고등학교를 올라가는 학생입니다,1
내년에 18살로 고 2가 되는 고등학생 입니다,1
이제 막 고2가 되는 예비고2입니다,1
저는 3월에 고2가 되는 여학생입니다,1
이번에 고2가 된 2004년생 입니다,1
올해 중 2가 되는 여학생입니다,1
이제 고 2가 되는 여학생입니다,1
제가 곧 중2가 되는 중1입니다,1
저는 곧 고2가 되는 고1입니다,1
특성화고등학교에서 조경과를 곧 다니게 될 중3 여학생입니다,1
저는 현재 중1 곧 중2가 되는 중학생입니다,1
저는 조금있으면 중2가 되는 학생 입니다,1
저는 보건간호와 관련된 특성화를 다니는 고 2 학생입니다,1
올해 고2가 된 여학생입니다,1
이제 중2가 된 여중생 입니다,1
안녕하세요 올해 중2가 된 학생입니다,1
이제 고2가 되는 학생입니다,1
올해로 중2가 되는 학생입니다,1
안녕하세요 예비 고2가 되는 일반고 학생입니다,1
6월 23일 전까지 3학년때 배울 과목을 선택해야 하는 고등학교 2학년입니다,1
진학준비를 하고있는 16살 여학생입니다,1
특성화고여서 지금 3학년은 취업을 나가거나 준비하는 시즌입니다,1
저는 지금 제품 디자인과에서 공부를 하고 있는 학생입니다,1
이번해에 중1 들어가는 남학생입니다,1
현재 나이 고3으로 고2초에 자퇴를하고 검정고시 준비하면서 대학진학으로 고민하는 학생입니다,1
저는 14세 여자 입니다,1
저는 유채윤입니다,1
저는 현재 외국어고등학교에 합격하여 아직 등교는 못했지만 온라인 수업으로 공부를 하고 있는 학생입니다,1
3학년이라도 열심히 하면 갈수 있겠죠,1
안녕하세요 외국에서 유학 생활을 하고 있는 한 학생입니다,1
부산에 사는 예비중1 입니다,1
미국에서 유학중인 18살 고등학생입니다,1
저는 대구에 사는 14살 ooo입니다,1
부산에 사는 14살 평범한 중학생입니다,1
그런데 제 나이가 19살입니다,1
현재 고등학교 입학을 기다리는 예비 고1입니다,1
현재 중학교에 재학중인 3학년인데요,1
예고 입시를 준비하고 있는 중학교 3학년입니다,1
저는 올해 막 고등학교에 입학한 신입생입니다,1
고등학교 다니는 고2 학생인데요,1
저는 현재 국제고 진학을 준비하고 있는 중학교 3학년입니다,1
저는 몽골에서 중학교 1학년 졸업하고 한국에와서 한국말 신력이 모자라서 중학교 1학년부터 3학년까지 공부하고 비자문제때문에 몽골 돌아왔습니다,1
제 나이가 지금 고등학교 3학년이에요,1
저는 대학 입학을 준비하고 있는 고등학교 3학년 학생입니다,1
서울 오산중학교 1학년 다니는 김인성인데요,1
2021 수능을 준비하고 있는 고등학교 3학년 수험생입니다,1
안녕하세요 저는 17살 국제고등학교 입학 예정인 학생입니다,1
이제 곧 특성화고에 진학을 앞두고 있는 예비고1입니당,1
저는 제 미래에 관심이 많은 중3 여학생입니다,1
고민 많은 학생입니다,1
저는 진로에 관심이 많은 학생입니다,1
성적은 평균정도입니다,1
내신은 2점대 중반정도 입니다,1
전교 등급은 1등굽 정도입니다,1
둘 다 5에서 6정도입니다,1
제 내신 등급은 2점대 후반입니다,1
제 성적은 중간정도입니다,1
제 내신은 총 4등급 정도입니다,1
저는 내신이 5초반대 정도 입니다,1
다만 성적이 바닥을 치고 있는 것이 문제입니다,1
저는 성적이 중위권입니다,1
저는 현재 중3이고 고등학교를 준비중입니다,1
어느 예고에 진학중인 18살 학생입니다,1
현재 저는 고등학교를 준비하고 있는 중3입니다,1
중학교때 그나마 자신있던 수학마저 고등학교에 올라가니 100점이었던 것이 3등급으로 떨어졌습니다,1
저는 중3 학생인데요,1
17살 일반고에 진학중인 여학생입니다,1
제가 한국 온지 3년 됬는데 고1일이에요,1
저는 이제16살 되는데요,1
저는 1학년 중학생 최말자라고 합니다,1
저는 일반중1학년 이라고 합니다,1
저는 이제 중학교 올라가는 이승훈이라고 합니다,1
저는 중학생 1학년 진성훈이라고 합니다,1
학는 그냥 일반중학교입니다,1
전 12살 여자 입니다,1
저는 16살 자퇴한 학생입니다,1
경기도에 사는 17살 소년입니다,1
지금 해외에서 거주하고 있는 중학생입니다,1
대구에 사는 17살 고1남자입니다,1
저는 검정고시를 본 19살 학생입니다,1
아이의 엄마 입니다,1
전 16살 입니다,1
전 대한민국에 살고있는 평범한 학생입니다,1
저는 18살 이과 학생입니다,1
부산 일반고 고2 자연이공이과 학생입니다,1
고2 인문계 학생이에요,1
그러나 저는 이과입니다,1
일반고 문과 여학생입니다,1
이과입니다,1
저는 지방쪽에 살고있는 중3학생입니다,1
안녕하세요 저는 현재 고등학교를 고민하고 있는 중3 학생입니다,1
저는 일반고 고2 문과 학생입니다,1
고2 이과생물생지입니다,1
참고로 저는 문과입니다,1
현재 상업계열의 특성화고에 재학중인 학생입니다,1
현재 문과인 고2 학생입니다,1
저는 공과계열을 희망하고 있는 학생입니다,1
저는 문과입니다,1
저는 일반 인문계고 문과 학생입니다,1
3학년 중 지금까지 제 장래희망은 판사였어요,1
저는 고등학교를 약 6개월정도 다닌 학생입니다 1학기 내신 성적은 35정도 나옵니다,1
저는 인문계가 아닌 공업중심의 학교에 1학년으로 재학중인 학생입니다,1
저는 지금 국제중학교에 다니고 있는 1학년입니다,1
초등학교에 다닐때만 해도 저의 성적은 최상위권 이었습니다,1
저는 일반고 과학중점학교에 다니고있는 평범한 일반고 1학년 고등학생입니다,1
저는 지금 토목설계과에다니고있는학생입니다,1
상담사님 저는 해외에서 국제학교를 다니고 있는 고1 여학생입니다,1
제가 지금 전주에서 학교를 다니고 있는 중학교 3학년 입니다,1
평범하게 학교를 다니고 있는 16살 남학생입니다,1
중고등학교 다닐동안 성적내신은 중위권정도였습니다,1
일반고에 다니고 있고 내신은 3등급 입니다,1
이번에 고등학생이 되어 수원에 한일반고에 들어간 17세 학생입니다,1
실제로 둘 다 9월 모고까지 치고 진도도 그 정도 나간 상태입니다,1
저는 지금 운동선수로 생활하고 있는 고2입니다,1
그런데 제 성적이 1학년 1학기때는 18이었으나 이번 시험에 의도치 않은 일로 인해 심리적 방황이 매우 심했습니다,1
전 특성화고에 재학중인 1학년 학생인데요,1
저는 입시를 준비하고 있는 고3학생입니다,1
저는 초등학교 3학년부터 지금 고1까지 운동선수로 지내왔습니다,1
저는 1학년때부터 약 4년정도 피아노를 재밌게 배웠어요,1
이번 중학교1학년은 자유학년제라서 동아리가 많아진다고 한것같은데 고르기 더 힘들어질까봐 걱정이에요,1
